"data_id","event_date","event_type","actor1","actor2","admin1","admin2","location","latitude","longitude","notes","fatalities"
8983808,2022-03-28,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 28 March 2022, Ukrainian forces clashed with Russian forces in Chernihiv region. Ukrainian forces destroyed two Russian 'Tiger' armored vehicles, 'Ural' truck and a T-72 tank. Around twenty-two Russian soldiers were killed.",22
8982985,2022-03-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Iziumskyi","Shevelivka",49.3462,36.7479,"On 27 March 2022, Russian forces opened fire on a car near Shevelivka, Kharkiv, killing a family of three people, including a 3-year-old child.",3
8983089,2022-03-27,"Battles","Military Forces of Russia (2000-)","Military Forces of Russia (2000-)","Kyiv City","Kyiv","Kyiv",50.4496,30.5224,"Around 27 March 2022, Russian troops in an armored vehicle ran over and killed a Russian colonel, commander of the 37th Motor Rifle Brigade, as a consequence of the scale of losses that were taken by his brigade in Kyiv region. [coded to Kyiv]",1
8983151,2022-03-27,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kherson","Khersonskyi","Stanislav",46.579,32.1496,"On 27 March 2022, there was an armed clash between Ukrainian and Russian forces near Stanislav, Kherson. Two civilians were killed.",2
8983450,2022-03-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kherson","Beryslavskyi","Velyka Oleksandrivka",47.3197,33.3037,"On 27 March 2022, Russian forces carried out an artillery shelling at Velyka Oleksandrivka, Kherson, killing a child.",1
8983542,2022-03-27,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Borivske",48.8709,38.5605,"On 27 March 2022, Russian forces shelled Borivske, Luhansk, killing a child. Another child was wounded.",1
8983675,2022-03-27,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Sumskyi","Sumy",50.9216,34.8003,"On 27 March 2022, a convoy of the Russian forces deliberately ran over a group of pedestrians in Sumy region, killing one man and wounding two others.",1
8983774,2022-03-27,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Donetsk","Volnovaskyi","Velyka Novosilka",47.8453,36.8353,"On 27 March 2022, a child died in an explosion of cluster bomb dropped by Russian military forces in Velyka Novosilka, Donetsk.",1
8982976,2022-03-26,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Pokrovskyi","Marinka",47.9425,37.505,"On 26 March 2022, there was an armed clash between Ukrainian forces and Russian forces, including DPR rebel forces, near Marinka, Donetsk. The Russian military fired on the cars of pensioners who were trying to leave Marinka, killing a woman and wounding a man. Further casualties unknown.",1
8983011,2022-03-26,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Brovarskyi","Lukyanivka",50.4927,31.3758,"On 26 March 2022, there was an armed clash between Russian and Ukrainian forces near Lukyanivka, Kyiv. As a result, one Ukrainian serviceman was killed. Further casualties unknown.",1
8983021,2022-03-26,"Protests","Protesters (Ukraine)","Military Forces of Russia (2000-)","Kyiv","Vyshhorodskyi","Slavutych",51.5196,30.7343,"On 26 March 2022, citizens of Slavutych, Kyiv, organized a peaceful protest against Russian forces in Ukraine and Russian occupation of the town. Russian soldiers opened fire and threw light stun grenades into the crowd. As a result of the protest, three civilians were killed by Russian soldiers. [size=no report]",3
8983051,2022-03-26,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Zaporizhia","Polohivskyi","Huliaipole",47.6639,36.2563,"On 26 March 2022, Ukrainian forces destroyed the Russian 503rd motorized rifle regiment in Huliaipole, Zaporizhia. The Russian side suffered heavy losses. Unspecified fatalities coded as 10.",10
8983211,2022-03-26,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Chernihiv","Chernihivskyi","Chernihiv",51.5055,31.2849,"On 26 March 2022, fighting occurred between Russian and Ukrainian military forces in Chernihiv region, as a result of which Ukrainian forces destroyed Russian armored fighting vehicle BTR-82A and killed Russian soldiers. Unspecified fatalities coded as 10.",10
8983625,2022-03-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 26 March 2022, Russian forces carried out an artillery shelling of the residential districts of Kharkiv. As a result of shelling, five people were killed in Osnovyanskyy district. Further casualties unknown. Russian forces also shelled a nuclear facility in the city.",5
8983738,2022-03-26,"Violence against civilians","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 26 March 2022, Russian forces killed the headmaster of the kindergarten and her husband in Irpin, Kyiv.",2
8983760,2022-03-26,"Explosions/Remote violence","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kharkiv","Iziumskyi","Barvinkove",48.9025,37.0189,"On 26 March 2022, Russian forces shelled Barvinkove, Kharkiv, killing four Ukrainian soldiers and one civilian.",5
8921253,2022-03-25,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Derhachi",50.1066,36.1211,"On 25 March 2022, a Russian drone dropped a bomb on a hospital in Derhachi, Kharkiv. A civilian was killed, another wounded.",1
8921261,2022-03-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Kyiv","Brovarskyi","Baryshivka",50.361,31.3217,"On 25 March 2022, Russian forces clashed with Ukrainian forces in Baryshivka, Kyiv. Around 40 Russian soldiers died.",40
8921275,2022-03-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Luhansk","Sievierodonetskyi","Rubizhne",49.0123,38.3797,"On 25 March 2022, Russian forces clashed with Ukrainian forces in Rubizhne, Luhansk. A five-story building and two houses were set on fire. 2 civilians died.",2
8921278,2022-03-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Okhtyrskyi","Trostianets",50.4848,34.9657,"On 25 March 2022, Ukrainian forces clashed with Russian forces near Trostianets, Sumy. Ukrainian forces fired NLAW at a T-80 tank, destroying it. Three people died during a clash within the city.",3
8921280,2022-03-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-) National Guard","Kyiv","Buchanskyi","Irpin",50.5218,30.2506,"On 25 March 2022, Russian forces clashed with Ukrainian forces, including Karpatska Sich, in Irpin, Kyiv. 2 Russian vehicles were damaged, around 50 Russian soldiers were killed.",50
8921282,2022-03-25,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Donetsk","Mariupolskyi","Mariupol",47.1298,37.571,"On 25 March 2022, Russian forces shelled civilian buildings in Mariupol, Donetsk. Ukrainian forces, particularly Azov fighters and border guards, responded with fire, firing grenade launchers, destroying two BMD vehicles, five trucks, a tank, a howitzer, and damaging one armored vehicle. One civilian died, as well as around 20 Russian soldiers. 20 people were wounded.",21
8921284,2022-03-25,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 25 March 2022, Ukrainian forces clashed with Russian forces near Kharkiv, taking control of an electronic warfare system truck and killing around 50 Russian soldiers working around it. 17 soldiers were taken prisoners, 15 of which were from NAF forces.",50
8921322,2022-03-25,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Pokrovskyi","Maksymilianivka",47.9749,37.3933,"On 25 March 2022, Russian forces shelled Maksymilianivka, Donetsk. One child died, 3 people wounded.",1
8921325,2022-03-25,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 25 March 2022, during the night, Russian forces fired artillery, grenade launchers, tanks, and Grad and Uragan missiles the airport and the Metro supermarket in Kharkiv. 6 people died, 17 wounded. In the morning, Russian forces fired reactive Kalibr missiles at a clinic and a humanitarian aid center in Osnovyansk district of the city, but also at the Barabashovo market.",6
8921332,2022-03-25,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Shedrysheve",48.9817,38.4923,"On 25 March 2022, Russian forces shelled Shedrysheve, Luhansk. One house was set on fire. One person died.",1
8921470,2022-03-25,"Battles","Military Forces of Russia (2000-)","Military Forces of Ukraine (2019-)","Sumy","Konotopskyi","Konotop",51.2403,33.2026,"On 25 March 2022, Ukrainian forces clashed with Russian forces near Konotop, Sumy. 2 Ukrainian soldiers were killed, two wounded.",2
8921545,2022-03-25,"Battles","Military Forces of Ukraine (2019-)","NAF: United Armed Forces of Novorossiya","Donetsk","Donetskyi","Donetsk",48.015,37.8014,"On 25 March 2022, Ukrainian forces fired 122mm mortars at DPR positions in Donetsk. DPR responded with fire. Civilian infrastructure was damaged in the Kirovskyi district of the city, including near the Lidievka mine, wounding two women and killing one. At least one person was wounded in the Proletarskyi district, another one was wounded in the Petrovskyi district.",1
8921553,2022-03-25,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Civilians (Ukraine)","Donetsk","Donetskyi","Staromykhaylivka",47.9914,37.586,"On 25 March 2022, Ukrainian forces fired 120mm mortars at Staromykhaylivka, Donetsk. A woman was killed.",1
8982945,2022-03-25,"Battles","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Kharkivskyi","Vilkhivka",49.9871,36.5105,"On 25 March 2022, Ukrainian forces, including Azov battalion and territorial defense, regained control over Vilkhivka, Kharkiv. Six members of territorial defense were killed. Further casualties unknown.",6
8983763,2022-03-25,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Sumskyi","Malyy Vystorop",50.6322,34.8074,"On 25 March 2022, Russian forces shelled Malyy Vystorope, Sumy, killing one civilian.",1
8921254,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)","Kharkiv","Kharkivskyi","Mala Rohan",49.9385,36.4912,"On 24 March 2022, a Russian helicopter accidentally fired on Russian positions near Mala Rohan, Kharkiv. According to the Ukrainian sources, the Russian side suffered heavy losses as a result of the attack. Unspecified fatalities coded as 10.",10
8921398,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Rubizhne",49.0123,38.3797,"On 24 March 2022, Russian forces dropped phosphorus bombs and shelled Rubizhne, Luhansk. During the day, 5 civilians were killed and 8 were wounded in the Luhansk region. [5 fatalities split among 6 events].",1
8921408,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Bakhmutskyi","Novhorodske",48.3321,37.8367,"On 24 March 2022, Russian forces shelled Novhorodske, Donetsk as a result of which 1 civilian died.",1
8921412,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Volnovaskyi","Novoselivka",47.4029,37.7328,"On 24 March 2022, Russian forces shelled Novoselivka, Donetsk as a result of which 1 civilian died.",1
8921416,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Sumy","Okhtyrskyi","Okhtyrka",50.3104,34.8988,"On 24 March 2022, Russian forces shelled residential areas of Okhtyrka, Sumy, as a result of which civilian infrastructure was damaged. At least one civilian was killed.",1
8921418,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Donetsk","Volnovaskyi","Yasna Polyana",47.88,37.0303,"On 24 March 2022, Russian forces shelled Yasna Polyana, Donetsk as a result of which 1 child died.",1
8921432,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Novodruzhesk",48.9628,38.3521,"On 24 March 2022, Russian forces shelled Novodruzhesk, Luhansk as a result of which civilian infrastructure was damaged. During the day, 5 civilians were killed and 8 were wounded in the Luhansk region. [5 fatalities split among 6 events].",1
8921434,2022-03-24,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Luhansk","Sievierodonetskyi","Rubizhne",49.0123,38.3797,"On 24 March 2022, Ukrainian forces stopped the movement of Russian forces near Rubizhne, Luhansk, as a result of which Russian military equipment was destroyed as well as several tens of Russian servicemen were killed. However, the Russian forces still managed to enter the city. Tens of fatalities coded as 10.",10
8921436,2022-03-24,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-)","Kharkiv","Kharkivskyi","Kharkiv",49.9808,36.2527,"On 24 March 2022, Ukrainian forces through an artillery attack fired on the Russian 59th Tank Regiment in the Kharkiv region as a result of which the Russian side suffered significant losses both in manpower as well as military equipment. Unspecified fatalities coded as 10.",10
8921437,2022-03-24,"Explosions/Remote violence","Military Forces of Russia (2000-)","Civilians (Ukraine)","Luhansk","Sievierodonetskyi","Severodonetsk",48.9467,38.4914,"On 24 March 2022, Russian forces shelled Severodonetsk, Luhansk, as a result of which civilian infrastructures were damaged. During the day, 5 civilians were killed and 8 were wounded in the Luhansk region. [5 fatalities split among 6 events].",1
8921444,2022-03-24,"Explosions/Remote violence","Military Forces of Ukraine (2019-)","Military Forces of Russia (2000-) Navy","Zaporizhia","Berdianskyi","Berdiansk",46.7586,36.7845,"On 24 March 2022, Ukrainian forces attacked and destroyed the Russian 'Saratov' ship and damaged two other ships, 'Tsezar Kunikov' and 'Novocherkassk', in the port of Berdiansk, Zaporizhia as a result of which around 3000 tons of fuel and ammunition were destroyed. Ukrainian sources reported of heavy losses on the Russian side. Unspecified fatalities coded as 10.",10
